id,tma_mdpl
2026-03-29 18:00:00 - Kajangan,52.55
2026-03-30 06:00:00 - Kajangan,52.09
2026-03-30 12:00:00 - Kajangan,52.52
2026-03-30 18:00:00 - Kajangan,52.67
2026-03-31 06:00:00 - Kajangan,52.77
2026-03-31 12:00:00 - Kajangan,52.72
2026-03-31 18:00:00 - Kajangan,52.46
2026-04-01 06:00:00 - Kajangan,51.72
2026-04-01 12:00:00 - Kajangan,51.67
2026-04-01 18:00:00 - Kajangan,51.57
2026-04-02 06:00:00 - Kajangan,51.62
2026-04-02 12:00:00 - Kajangan,51.67
2026-04-02 18:00:00 - Kajangan,51.57
2026-04-03 06:00:00 - Kajangan,54.15
2026-04-03 12:00:00 - Kajangan,54.23
2026-04-03 18:00:00 - Kajangan,53.77
2026-04-04 06:00:00 - Kajangan,52.37
2026-04-04 12:00:00 - Kajangan,52.2
2026-04-04 18:00:00 - Kajangan,51.99
2026-04-05 06:00:00 - Kajangan,53.25
2026-04-05 12:00:00 - Kajangan,53.61
2026-04-05 18:00:00 - Kajangan,53.37
2026-04-06 06:00:00 - Kajangan,52.37
2026-04-06 12:00:00 - Kajangan,52.24
2026-04-06 18:00:00 - Kajangan,52.05
2026-04-07 06:00:00 - Kajangan,51.72
2026-04-07 12:00:00 - Kajangan,51.95
2026-04-07 18:00:00 - Kajangan,51.97
2026-04-08 06:00:00 - Kajangan,52.25
2026-04-08 12:00:00 - Kajangan,52.22
2026-04-08 18:00:00 - Kajangan,52.07
2026-04-09 06:00:00 - Kajangan,51.82
2026-04-09 12:00:00 - Kajangan,51.72
2026-04-09 18:00:00 - Kajangan,51.62
2026-04-10 06:00:00 - Kajangan,52.37
2026-04-10 12:00:00 - Kajangan,52.67
2026-04-10 18:00:00 - Kajangan,52.67
2026-04-11 06:00:00 - Kajangan,52.72
2026-04-11 12:00:00 - Kajangan,52.57
2026-04-11 18:00:00 - Kajangan,52.32
2026-04-12 06:00:00 - Kajangan,51.92
2026-04-12 12:00:00 - Kajangan,52.05
2026-04-12 18:00:00 - Kajangan,52.06
2026-04-13 06:00:00 - Kajangan,53.27
2026-04-13 12:00:00 - Kajangan,53.17
2026-04-13 18:00:00 - Kajangan,52.77
2026-04-14 06:00:00 - Kajangan,51.72
2026-04-14 12:00:00 - Kajangan,51.47
2026-04-14 18:00:00 - Kajangan,51.47
2026-04-15 06:00:00 - Kajangan,51.97
2026-04-15 12:00:00 - Kajangan,53.42
2026-04-15 18:00:00 - Kajangan,54.3
2026-04-16 06:00:00 - Kajangan,54.87
2026-04-16 12:00:00 - Kajangan,54.72
2026-04-16 18:00:00 - Kajangan,53.97
2026-04-17 06:00:00 - Kajangan,52.42
2026-04-17 12:00:00 - Kajangan,52.25
2026-04-17 18:00:00 - Kajangan,52.41
2026-04-18 06:00:00 - Kajangan,51.72
2026-04-18 12:00:00 - Kajangan,51.57
2026-04-18 18:00:00 - Kajangan,51.52
2026-04-19 06:00:00 - Kajangan,51.37
2026-04-19 12:00:00 - Kajangan,51.37
2026-04-19 18:00:00 - Kajangan,51.37
2026-04-20 06:00:00 - Kajangan,51.12
2026-04-20 12:00:00 - Kajangan,51.07
2026-04-20 18:00:00 - Kajangan,51.02
2026-04-21 06:00:00 - Kajangan,50.97
2026-04-21 12:00:00 - Kajangan,50.95
2026-04-21 18:00:00 - Kajangan,50.92
2026-04-22 06:00:00 - Kajangan,50.92
2026-04-22 12:00:00 - Kajangan,50.97
2026-04-22 18:00:00 - Kajangan,51.47
2026-04-23 06:00:00 - Kajangan,51.67
2026-04-23 12:00:00 - Kajangan,51.57
2026-04-23 18:00:00 - Kajangan,51.52
2026-04-24 06:00:00 - Kajangan,51.17
2026-04-24 12:00:00 - Kajangan,51.07
2026-04-24 18:00:00 - Kajangan,50.97
2026-04-25 06:00:00 - Kajangan,50.87
2026-04-25 12:00:00 - Kajangan,50.77
2026-04-25 18:00:00 - Kajangan,50.87
2026-04-26 06:00:00 - Kajangan,50.87
2026-04-26 12:00:00 - Kajangan,50.77
2026-04-26 18:00:00 - Kajangan,50.77
2026-04-27 06:00:00 - Kajangan,51.6
2026-04-27 12:00:00 - Kajangan,51.57
2026-04-27 18:00:00 - Kajangan,51.32
2026-04-28 06:00:00 - Kajangan,51.07
2026-04-28 12:00:00 - Kajangan,51.27
2026-04-28 18:00:00 - Kajangan,51.39
2026-04-29 06:00:00 - Kajangan,51.07
2026-04-29 12:00:00 - Kajangan,50.97
2026-04-29 18:00:00 - Kajangan,51.12
2026-04-30 06:00:00 - Kajangan,51.37
2026-04-30 12:00:00 - Kajangan,51.87
2026-04-30 18:00:00 - Kajangan,52.27
2026-05-01 06:00:00 - Kajangan,54.17
2026-05-01 12:00:00 - Kajangan,54.65
2026-05-01 18:00:00 - Kajangan,54.42
2026-05-02 06:00:00 - Kajangan,52.67
2026-05-02 12:00:00 - Kajangan,52.17
2026-05-02 18:00:00 - Kajangan,51.87
2026-05-03 06:00:00 - Kajangan,51.47
2026-05-03 12:00:00 - Kajangan,52.05
2026-05-03 18:00:00 - Kajangan,52.26
2026-05-04 06:00:00 - Kajangan,51.55
2026-05-04 12:00:00 - Kajangan,51.4
2026-05-04 18:00:00 - Kajangan,51.47
2026-05-05 06:00:00 - Kajangan,51.59
2026-05-05 12:00:00 - Kajangan,51.87
2026-05-05 18:00:00 - Kajangan,52.09
2026-05-06 06:00:00 - Kajangan,51.77
2026-05-06 12:00:00 - Kajangan,51.55
2026-05-06 18:00:00 - Kajangan,51.35
2026-05-07 06:00:00 - Kajangan,51.07
2026-05-07 12:00:00 - Kajangan,50.97
2026-05-07 18:00:00 - Kajangan,50.92
2026-05-08 06:00:00 - Kajangan,50.77
2026-05-08 12:00:00 - Kajangan,50.77
2026-05-08 18:00:00 - Kajangan,50.77
2026-05-09 06:00:00 - Kajangan,50.77
2026-05-09 12:00:00 - Kajangan,50.87
2026-05-09 18:00:00 - Kajangan,50.77
2026-05-10 06:00:00 - Kajangan,50.77
2026-05-10 12:00:00 - Kajangan,50.82
2026-05-10 18:00:00 - Kajangan,50.82
2026-05-11 06:00:00 - Kajangan,50.77
2026-05-11 12:00:00 - Kajangan,50.72
2026-05-11 18:00:00 - Kajangan,50.72
2026-05-12 06:00:00 - Kajangan,50.65
2026-05-12 12:00:00 - Kajangan,50.65
2026-05-12 18:00:00 - Kajangan,50.62
2026-05-13 06:00:00 - Kajangan,50.62
2026-05-13 12:00:00 - Kajangan,50.62
2026-05-13 18:00:00 - Kajangan,50.6
2026-05-14 06:00:00 - Kajangan,50.57
2026-05-14 12:00:00 - Kajangan,50.57
2026-05-14 18:00:00 - Kajangan,50.57
2026-05-15 06:00:00 - Kajangan,50.97
2026-05-15 12:00:00 - Kajangan,51.47
2026-05-15 18:00:00 - Kajangan,51.87
2026-05-16 06:00:00 - Kajangan,51.57
2026-05-16 12:00:00 - Kajangan,51.42
2026-05-16 18:00:00 - Kajangan,51.57
2026-05-17 06:00:00 - Kajangan,51.87
2026-05-17 12:00:00 - Kajangan,51.62
2026-05-17 18:00:00 - Kajangan,51.42
2026-05-18 06:00:00 - Kajangan,50.97
2026-05-18 12:00:00 - Kajangan,50.82
2026-05-18 18:00:00 - Kajangan,50.72
2025-09-19 06:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-09-19 12:00:00 - Kali Anyar - Kreteg Abang,85.71
2025-09-19 18:00:00 - Kali Anyar - Kreteg Abang,85.76
2025-09-20 06:00:00 - Kali Anyar - Kreteg Abang,85.81
2025-09-20 12:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-09-20 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-09-21 06:00:00 - Kali Anyar - Kreteg Abang,85.76
2025-09-21 12:00:00 - Kali Anyar - Kreteg Abang,85.72
2025-09-21 18:00:00 - Kali Anyar - Kreteg Abang,85.76
2025-09-22 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-09-22 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-09-22 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-09-23 06:00:00 - Kali Anyar - Kreteg Abang,85.77
2025-09-23 12:00:00 - Kali Anyar - Kreteg Abang,86.06
2025-09-23 18:00:00 - Kali Anyar - Kreteg Abang,85.66
2025-09-24 06:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-09-24 12:00:00 - Kali Anyar - Kreteg Abang,85.64
2025-09-24 18:00:00 - Kali Anyar - Kreteg Abang,85.58
2025-09-25 06:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-09-25 12:00:00 - Kali Anyar - Kreteg Abang,85.49
2025-09-25 18:00:00 - Kali Anyar - Kreteg Abang,85.69
2025-09-26 06:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-09-26 12:00:00 - Kali Anyar - Kreteg Abang,86.02
2025-09-26 18:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-09-27 06:00:00 - Kali Anyar - Kreteg Abang,85.86
2025-09-27 12:00:00 - Kali Anyar - Kreteg Abang,85.76
2025-09-27 18:00:00 - Kali Anyar - Kreteg Abang,85.72
2025-09-28 06:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-09-28 12:00:00 - Kali Anyar - Kreteg Abang,85.73
2025-09-28 18:00:00 - Kali Anyar - Kreteg Abang,85.73
2025-09-29 06:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-09-29 12:00:00 - Kali Anyar - Kreteg Abang,85.72
2025-09-29 18:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-09-30 06:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-09-30 12:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-09-30 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-10-01 06:00:00 - Kali Anyar - Kreteg Abang,86.18
2025-10-01 12:00:00 - Kali Anyar - Kreteg Abang,86.08
2025-10-01 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-10-02 06:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-10-02 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-10-02 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-10-03 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-10-03 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-10-03 18:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-10-04 06:00:00 - Kali Anyar - Kreteg Abang,85.76
2025-10-04 12:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-04 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-05 06:00:00 - Kali Anyar - Kreteg Abang,85.64
2025-10-05 12:00:00 - Kali Anyar - Kreteg Abang,85.59
2025-10-05 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-06 06:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-06 12:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-10-06 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-07 06:00:00 - Kali Anyar - Kreteg Abang,85.76
2025-10-07 12:00:00 - Kali Anyar - Kreteg Abang,85.82
2025-10-07 18:00:00 - Kali Anyar - Kreteg Abang,85.64
2025-10-08 06:00:00 - Kali Anyar - Kreteg Abang,85.78
2025-10-08 12:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-10-08 18:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-10-09 06:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-10-09 12:00:00 - Kali Anyar - Kreteg Abang,85.7
2025-10-09 18:00:00 - Kali Anyar - Kreteg Abang,85.7
2025-10-10 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-10 12:00:00 - Kali Anyar - Kreteg Abang,85.8
2025-10-10 18:00:00 - Kali Anyar - Kreteg Abang,86.29
2025-10-11 06:00:00 - Kali Anyar - Kreteg Abang,85.98
2025-10-11 12:00:00 - Kali Anyar - Kreteg Abang,85.9
2025-10-11 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-12 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-12 12:00:00 - Kali Anyar - Kreteg Abang,85.62
2025-10-12 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-13 06:00:00 - Kali Anyar - Kreteg Abang,85.91
2025-10-13 12:00:00 - Kali Anyar - Kreteg Abang,85.81
2025-10-13 18:00:00 - Kali Anyar - Kreteg Abang,85.81
2025-10-14 06:00:00 - Kali Anyar - Kreteg Abang,85.82
2025-10-14 12:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-14 18:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-15 06:00:00 - Kali Anyar - Kreteg Abang,85.61
2025-10-15 12:00:00 - Kali Anyar - Kreteg Abang,85.77
2025-10-15 18:00:00 - Kali Anyar - Kreteg Abang,87.24
2025-10-16 06:00:00 - Kali Anyar - Kreteg Abang,86.44
2025-10-16 12:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-10-16 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-10-17 06:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-10-17 12:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-10-17 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-10-18 06:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-10-18 12:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-10-18 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-10-19 06:00:00 - Kali Anyar - Kreteg Abang,85.96
2025-10-19 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-10-19 18:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-10-20 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-20 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-20 18:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-21 06:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-21 12:00:00 - Kali Anyar - Kreteg Abang,85.64
2025-10-21 18:00:00 - Kali Anyar - Kreteg Abang,86.74
2025-10-22 06:00:00 - Kali Anyar - Kreteg Abang,86.96
2025-10-22 12:00:00 - Kali Anyar - Kreteg Abang,86.54
2025-10-22 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-10-23 06:00:00 - Kali Anyar - Kreteg Abang,86.74
2025-10-23 12:00:00 - Kali Anyar - Kreteg Abang,86.44
2025-10-23 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-10-24 06:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-10-24 12:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-10-24 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-10-25 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-10-25 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-10-25 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-26 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-26 12:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-26 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-27 06:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-27 12:00:00 - Kali Anyar - Kreteg Abang,85.59
2025-10-27 18:00:00 - Kali Anyar - Kreteg Abang,86.54
2025-10-28 06:00:00 - Kali Anyar - Kreteg Abang,86.84
2025-10-28 12:00:00 - Kali Anyar - Kreteg Abang,86.54
2025-10-28 18:00:00 - Kali Anyar - Kreteg Abang,86.59
2025-10-29 06:00:00 - Kali Anyar - Kreteg Abang,86.39
2025-10-29 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-10-29 18:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-10-30 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-10-30 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-30 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-31 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-10-31 12:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-10-31 18:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-11-01 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-01 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-01 18:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-11-02 06:00:00 - Kali Anyar - Kreteg Abang,86.39
2025-11-02 12:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-11-02 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-03 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-03 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-03 18:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-11-04 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-04 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-04 18:00:00 - Kali Anyar - Kreteg Abang,85.59
2025-11-05 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-05 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-05 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-06 06:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-11-06 12:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-11-06 18:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-11-07 06:00:00 - Kali Anyar - Kreteg Abang,86.19
2025-11-07 12:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-07 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-08 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-08 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-08 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-09 06:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-09 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-09 18:00:00 - Kali Anyar - Kreteg Abang,86.64
2025-11-10 06:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-11-10 12:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-10 18:00:00 - Kali Anyar - Kreteg Abang,87.24
2025-11-11 06:00:00 - Kali Anyar - Kreteg Abang,86.44
2025-11-11 12:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-11-11 18:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-11-12 06:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-11-12 12:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-12 18:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-13 06:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-13 12:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-13 18:00:00 - Kali Anyar - Kreteg Abang,86.64
2025-11-14 06:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-14 12:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-14 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-11-15 06:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-15 12:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-15 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-16 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-16 12:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-16 18:00:00 - Kali Anyar - Kreteg Abang,87.49
2025-11-17 06:00:00 - Kali Anyar - Kreteg Abang,86.54
2025-11-17 12:00:00 - Kali Anyar - Kreteg Abang,86.44
2025-11-17 18:00:00 - Kali Anyar - Kreteg Abang,86.44
2025-11-18 06:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-18 12:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-18 18:00:00 - Kali Anyar - Kreteg Abang,86.94
2025-11-19 06:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-11-19 12:00:00 - Kali Anyar - Kreteg Abang,86.29
2025-11-19 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-11-20 06:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-20 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-20 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-21 06:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-11-21 12:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-11-21 18:00:00 - Kali Anyar - Kreteg Abang,87.19
2025-11-22 06:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-11-22 12:00:00 - Kali Anyar - Kreteg Abang,86.29
2025-11-22 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-11-23 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-23 12:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-23 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-11-24 06:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-11-24 12:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-11-24 18:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-11-25 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-25 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-25 18:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-26 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-26 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-26 18:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-27 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-27 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-27 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-28 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-28 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-11-28 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-11-29 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-11-29 12:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-11-29 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-30 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-30 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-11-30 18:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-12-01 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-01 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-01 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-02 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-02 12:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-02 18:00:00 - Kali Anyar - Kreteg Abang,87.44
2025-12-03 06:00:00 - Kali Anyar - Kreteg Abang,87.24
2025-12-03 12:00:00 - Kali Anyar - Kreteg Abang,86.74
2025-12-03 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-12-04 06:00:00 - Kali Anyar - Kreteg Abang,86.1
2025-12-04 12:00:00 - Kali Anyar - Kreteg Abang,86.1
2025-12-04 18:00:00 - Kali Anyar - Kreteg Abang,87.84
2025-12-05 06:00:00 - Kali Anyar - Kreteg Abang,86.54
2025-12-05 12:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-12-05 18:00:00 - Kali Anyar - Kreteg Abang,86.74
2025-12-06 06:00:00 - Kali Anyar - Kreteg Abang,86.44
2025-12-06 12:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-12-06 18:00:00 - Kali Anyar - Kreteg Abang,86.99
2025-12-07 06:00:00 - Kali Anyar - Kreteg Abang,86.74
2025-12-07 12:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-12-07 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-12-08 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-08 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-08 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-09 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-09 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-09 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-10 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-10 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-10 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-11 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-11 12:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-12-11 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-12-12 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-12 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-12 18:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-13 06:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-13 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-13 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-14 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-14 12:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-14 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-12-15 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-15 12:00:00 - Kali Anyar - Kreteg Abang,85.84
2025-12-15 18:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-12-16 06:00:00 - Kali Anyar - Kreteg Abang,85.89
2025-12-16 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-16 18:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-17 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-17 12:00:00 - Kali Anyar - Kreteg Abang,85.86
2025-12-17 18:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-12-18 06:00:00 - Kali Anyar - Kreteg Abang,85.74
2025-12-18 12:00:00 - Kali Anyar - Kreteg Abang,85.79
2025-12-18 18:00:00 - Kali Anyar - Kreteg Abang,86.74
2025-12-19 06:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-12-19 12:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-12-19 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-12-20 06:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-20 12:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-20 18:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-12-21 06:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-12-21 12:00:00 - Kali Anyar - Kreteg Abang,85.99
2025-12-21 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-12-22 06:00:00 - Kali Anyar - Kreteg Abang,86.34
2025-12-22 12:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-12-22 18:00:00 - Kali Anyar - Kreteg Abang,86.36
2025-12-23 06:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-12-23 12:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-12-23 18:00:00 - Kali Anyar - Kreteg Abang,86.04
2025-12-24 06:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-24 12:00:00 - Kali Anyar - Kreteg Abang,85.94
2025-12-24 18:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-12-25 06:00:00 - Kali Anyar - Kreteg Abang,86.14
2025-12-25 12:00:00 - Kali Anyar - Kreteg Abang,86.09
2025-12-25 18:00:00 - Kali Anyar - Kreteg Abang,86.44
2025-12-26 06:00:00 - Kali Anyar - Kreteg Abang,86.24
2025-12-26 12:00:00 - Kali Anyar - Kreteg Abang,86.14
